Name,cat,manufacturer,model,insulation type,jacket type,od,kgm,jackThickness,guage,#conduits,grade,part#,Item#
Rockbestos-SurprenantX-Link TC Instrument,2,Rockbestos-Surprenant,X-Link TC Instrument,1,1,11.176,0.13393476,0.889,16,4,Industrial Grade,I83-0026,118
Rockbestos-SurprenantX-Link TC Instrument,2,Rockbestos-Surprenant,X-Link TC Instrument,1,1,11.43,0.14137558,0.889,16,4,Industrial Grade,I83-0024,120
Rockbestos-SurprenantFirewall III SR Instrument,2,Rockbestos-Surprenant,Firewall III SR Instrument,3,3,14.224,0.15625722,1.016,16,4,Class 1E Nuclear,I48-3351,170
Rockbestos-SurprenantFirewall III SR Instrument,2,Rockbestos-Surprenant,Firewall III SR Instrument,3,3,15.494,0.17857968,1.016,16,4,Class 1E Nuclear,I48-3371,180
Rockbestos-SurprenantFirewall III SR Instrument,2,Rockbestos-Surprenant,Firewall III SR Instrument,3,3,15.494,0.1860205,1.016,16,4,Class 1E Nuclear,I48-3266,190
Rockbestos-SurprenantFirewall III Instrument,2,Rockbestos-Surprenant,Firewall III Instrument,1,1,11.938,0.20090214,1.143,16,4,Class 1E Nuclear,I46-0041,373
Rockbestos-SurprenantFirewall III Instrument,2,Rockbestos-Surprenant,Firewall III Instrument,1,1,12.954,0.23810624,1.143,16,4,Class 1E Nuclear,I46-0042,375
Rockbestos-SurprenantFirewall III Instrument,2,Rockbestos-Surprenant,Firewall III Instrument,1,1,12.954,0.24554706,1.143,16,4,Class 1E Nuclear,I46-5700,376
Generic (TP TP 16 5),2,GENERIC,GENERIC,2,2,9.271,0.139887416,1.143,16,5,,,
Generic (TS TS 16 5),2,GENERIC,GENERIC,1,1,10.668,0.16369804,1.143,16,5,,,
American Insulated WireAmerican SDN ,2,American Insulated Wire,American SDN ,2,2,9.144,0.136911088,1.143,16,5,Industrial Grade,38489,292
American Insulated WireTYPE TC Control/Instrument,2,American Insulated Wire,TYPE TC Control/Instrument,2,2,10.541,0.162209876,1.143,16,5,Industrial Grade,18123,447
American Insulated WireTYPE TC-ER Control/Instrument,2,American Insulated Wire,TYPE TC-ER Control/Instrument,2,2,9.271,0.139887416,1.143,16,5,Industrial Grade,68106,460
Cable USAETFE TYPE TC,2,Cable USA,ETFE TYPE TC,2,2,7.5692,0.108635972,0.762,16,5,Industrial Grade,181605C6,74
Cable USAFEP(Teflon) TYPE TC,2,Cable USA,FEP(Teflon) TYPE TC,2,2,9.1694,0.172627024,1.143,16,5,Industrial Grade,181605C6,349
Dekoron1735,2,Dekoron,1735,2,2,10.4902,0.138399252,1.143,16,5,Industrial Grade,,273
General Cable20/10,2,General Cable,20/10,2,2,10.16,0.136911088,1.143,16,5,Industrial Grade,283540,279
General CableVNTC ,2,General Cable,VNTC ,2,2,9.398,0.135422924,1.143,16,5,Industrial Grade,266580,483
General CableVNTC ,2,General Cable,VNTC ,2,2,9.398,0.144351908,1.143,16,5,Industrial Grade,236190,484
OkoniteOkozel,2,Okonite,Okozel,2,2,7.112,0.110124136,0.381,16,5,Class 1E Nuclear,203-76-3255,55
OkoniteP-30,2,Okonite,P-30,2,2,10.414,0.142863744,1.143,16,5,Industrial Grade,203-84-2055,425
DrakaReduced Diameter Control,2,Draka,Reduced Diameter Control,1,1,9.144,0.12649394,0.762,16,5,Industrial Grade,216-05,91
General CableCHTC ,2,General Cable,CHTC ,1,1,10.668,0.16369804,1.143,16,5,Industrial Grade,312520,320
General CableEHTC ,2,General Cable,EHTC ,1,1,10.16,0.151792728,1.143,16,5,Industrial Grade,343490,330
General CableUltrol  200 Instrument Cable,2,General Cable,Ultrol  200 Instrument Cable,1,1,9.7536,0.144351908,1.143,16,5,Class 1E Nuclear,377710,467
OkoniteFMR Okolon ,2,Okonite,FMR Okolon ,1,1,10.414,0.169650696,1.143,16,5,Industrial Grade,202-10-2035,404
OkoniteFMR Okolon ,2,Okonite,FMR Okolon ,1,1,13.462,0.23066542,1.143,16,5,Nuclear Qualified 383,202-14-2055,405
OkoniteFRM-N Okolon ,2,Okonite,FRM-N Okolon ,1,1,11.684,0.188996828,1.143,16,5,Nuclear Qualified,202-16-2035,418
OkoniteFMR - LCS Okolon ,2,Okonite,FMR - LCS Okolon ,1,1,17.526,0.404780608,1.524,16,5,Nuclear Tracability,202-14-6055,646
OkoniteFMR-LCS Okolon,2,Okonite,FMR-LCS Okolon,1,1,17.018,0.415197756,1.524,16,5,Nuclear Tracability,202-10-6055,657
OkoniteFRM-N Okolon 1000/2000V,2,Okonite,FRM-N Okolon 1000/2000V,1,1,15.494,0.31251444,1.524,16,5,Nuclear Qualified,202-18-2055,669
Rockbestos-SurprenantX-Link TC Instrument,2,Rockbestos-Surprenant,X-Link TC Instrument,1,1,8.636,0.11905312,0.889,16,5,Industrial Grade,I83-0050,107
Rockbestos-SurprenantX-Link TC Instrument,2,Rockbestos-Surprenant,X-Link TC Instrument,1,1,9.398,0.14137558,0.889,16,5,Industrial Grade,I83-0051,108
Rockbestos-SurprenantFirewall III SR Instrument,2,Rockbestos-Surprenant,Firewall III SR Instrument,3,3,11.684,0.15625722,1.016,16,5,Class 1E Nuclear,I48-3304,154
Rockbestos-SurprenantFirewall III SR Instrument,2,Rockbestos-Surprenant,Firewall III SR Instrument,3,3,12.446,0.16369804,1.016,16,5,Class 1E Nuclear,I48-3330,155
Rockbestos-SurprenantFirewall III Instrument,2,Rockbestos-Surprenant,Firewall III Instrument,1,1,9.906,0.17113886,1.143,16,5,Class 1E Nuclear,I45-0050,367
Rockbestos-SurprenantFirewall III Instrument,2,Rockbestos-Surprenant,Firewall III Instrument,1,1,10.668,0.20090214,1.143,16,5,Class 1E Nuclear,I46-3444,368
Generic (TP TP 16 6),2,GENERIC,GENERIC,2,2,9.906,0.159233548,1.143,16,6,,,
Generic (TS TS 16 6),2,GENERIC,GENERIC,1,1,12.7,0.24554706,1.143,16,6,,,
American Insulated WireAmerican SDN ,2,American Insulated Wire,American SDN ,2,2,9.906,0.159233548,1.143,16,6,Industrial Grade,38490,293
American Insulated WireTYPE TC Control/Instrument,2,American Insulated Wire,TYPE TC Control/Instrument,2,2,11.303,0.184532336,1.143,16,6,Industrial Grade,24656,448
General CablePVIC PVC/PVC INDIVIDUAL SHIELD,2,General Cable,PVIC PVC/PVC INDIVIDUAL SHIELD,2,2,9.3218,0.154769056,1.016,16,6,Industrial Grade,340020,252
Rockbestos-SurprenantX-Link TC Instrument,2,Rockbestos-Surprenant,X-Link TC Instrument,1,1,11.176,0.1488164,0.889,16,6,Industrial Grade,I83-0035,116
Rockbestos-SurprenantX-Link TC Instrument,2,Rockbestos-Surprenant,X-Link TC Instrument,1,1,11.938,0.17857968,0.889,16,6,Industrial Grade,I83-0036,119
Rockbestos-SurprenantX-Link TC Instrument,2,Rockbestos-Surprenant,X-Link TC Instrument,1,1,12.192,0.1860205,0.889,16,6,Industrial Grade,I83-0034,121
Rockbestos-SurprenantFirewall III SR Instrument,2,Rockbestos-Surprenant,Firewall III SR Instrument,3,3,15.24,0.20090214,1.016,16,6,Class 1E Nuclear,I48-3352,171
Rockbestos-SurprenantFirewall III SR Instrument,2,Rockbestos-Surprenant,Firewall III SR Instrument,3,3,16.51,0.23810624,1.016,16,6,Class 1E Nuclear,I48-3372,181
Rockbestos-SurprenantFirewall III SR Instrument,2,Rockbestos-Surprenant,Firewall III SR Instrument,3,3,16.51,0.24554706,1.016,16,6,Class 1E Nuclear,I48-3267,191
Rockbestos-SurprenantFirewall III Instrument,2,Rockbestos-Surprenant,Firewall III Instrument,1,1,12.7,0.24554706,1.143,16,6,Class 1E Nuclear,I46-3462,374
Rockbestos-SurprenantFirewall III Instrument,2,Rockbestos-Surprenant,Firewall III Instrument,1,1,14.478,0.31995526,1.524,16,6,Class 1E Nuclear,I46-3485,615
Rockbestos-SurprenantFirewall III Instrument,2,Rockbestos-Surprenant,Firewall III Instrument,1,1,14.478,0.32739608,1.524,16,6,Class 1E Nuclear,I46-5701,619
Generic (TP TP 16 7),2,GENERIC,GENERIC,2,2,10.16,0.165186204,1.143,16,7,,,
Generic (TS TS 16 7),2,GENERIC,GENERIC,1,1,11.684,0.209831124,1.143,16,7,,,
American Insulated WireAmerican SDN ,2,American Insulated Wire,American SDN ,2,2,10.668,0.183044172,1.143,16,7,Industrial Grade,38491,294
American Insulated WireTYPE TC Control/Instrument,2,American Insulated Wire,TYPE TC Control/Instrument,2,2,11.303,0.196437648,1.143,16,7,Industrial Grade,27339,449
American Insulated WireTYPE TC-ER Control/Instrument,2,American Insulated Wire,TYPE TC-ER Control/Instrument,2,2,10.033,0.175603352,1.143,16,7,Industrial Grade,68107,461
Cable USAETFE TYPE TC,2,Cable USA,ETFE TYPE TC,2,2,8.2296,0.142863744,0.762,16,7,Industrial Grade,181607C6,75
Cable USAFEP(Teflon) TYPE TC,2,Cable USA,FEP(Teflon) TYPE TC,2,2,9.906,0.220248272,1.143,16,7,Industrial Grade,181607C6,350
Dekoron1735,2,Dekoron,1735,2,2,11.3538,0.177091516,1.143,16,7,Industrial Grade,,274
General Cable20/10,2,General Cable,20/10,2,2,10.922,0.175603352,1.143,16,7,Industrial Grade,365380,280
General CableVNTC ,2,General Cable,VNTC ,2,2,10.16,0.165186204,1.143,16,7,Industrial Grade,236210,485
General CableVNTC ,2,General Cable,VNTC ,2,2,10.414,0.177091516,1.143,16,7,Industrial Grade,243740,486
OkoniteOkozel,2,Okonite,Okozel,2,2,7.874,0.144351908,0.381,16,7,Class 1E Nuclear,203-76-3257,56
OkoniteP-30,2,Okonite,P-30,2,2,11.176,0.181556008,1.143,16,7,Industrial Grade,203-84-2057,426
DrakaReduced Diameter Control,2,Draka,Reduced Diameter Control,1,1,9.906,0.166674368,0.762,16,7,Industrial Grade,216-07,92
General CableCHTC ,2,General Cable,CHTC ,1,1,11.684,0.209831124,1.143,16,7,Industrial Grade,241430,321
General CableEHTC ,2,General Cable,EHTC ,1,1,10.922,0.188996828,1.143,16,7,Industrial Grade,343500,331
General CableUltrol  200 Instrument Cable,2,General Cable,Ultrol  200 Instrument Cable,1,1,10.5156,0.184532336,1.143,16,7,Class 1E Nuclear,377720,468
OkoniteFMR Okolon ,2,Okonite,FMR Okolon ,1,1,11.43,0.214295616,1.143,16,7,Industrial Grade,202-10-2037,406
OkoniteFRM-N Okolon ,2,Okonite,FRM-N Okolon ,1,1,12.7,0.226200928,1.143,16,7,Nuclear Qualified,202-16-2037,419
OkoniteFMR - LCS Okolon ,2,Okonite,FMR - LCS Okolon ,1,1,18.542,0.47621248,1.524,16,7,Nuclear Tracability,202-14-6057,647
OkoniteFMR Okolon ,2,Okonite,FMR Okolon ,1,1,15.24,0.331860572,1.524,16,7,Nuclear Qualified 383,202-14-2057,649
OkoniteFMR-LCS Okolon,2,Okonite,FMR-LCS Okolon,1,1,17.018,0.434543888,1.524,16,7,Nuclear Tracability,202-10-6057,658
OkoniteFRM-N Okolon 1000/2000V,2,Okonite,FRM-N Okolon 1000/2000V,1,1,16.764,0.369064672,1.524,16,7,Nuclear Qualified,202-18-2057,670
Rockbestos-SurprenantX-Link TC Instrument,2,Rockbestos-Surprenant,X-Link TC Instrument,1,1,9.398,0.15625722,0.889,16,7,Industrial Grade,I83-0070,109
Rockbestos-SurprenantX-Link TC Instrument,2,Rockbestos-Surprenant,X-Link TC Instrument,1,1,10.16,0.17857968,0.889,16,7,Industrial Grade,I83-0071,110
Rockbestos-SurprenantFirewall III SR Instrument,2,Rockbestos-Surprenant,Firewall III SR Instrument,3,3,12.7,0.19346132,1.016,16,7,Class 1E Nuclear,I48-3306,156
Rockbestos-SurprenantFirewall III SR Instrument,2,Rockbestos-Surprenant,Firewall III SR Instrument,3,3,13.462,0.20834296,1.016,16,7,Class 1E Nuclear,I48-3332,157
Rockbestos-SurprenantFirewall III Instrument,2,Rockbestos-Surprenant,Firewall III Instrument,1,1,10.668,0.19346132,1.143,16,7,Class 1E Nuclear,I45-0070,369
Rockbestos-SurprenantFirewall III Instrument,2,Rockbestos-Surprenant,Firewall III Instrument,1,1,11.43,0.21578378,1.143,16,7,Class 1E Nuclear,I46-3425,370
Generic (TP TP 16 8),2,GENERIC,GENERIC,2,2,12.192,0.220248272,1.143,16,8,,,
Generic (TS TS 16 8),2,GENERIC,GENERIC,1,1,14.478,0.28275116,1.143,16,8,,,
American Insulated WireAmerican SDN ,2,American Insulated Wire,American SDN ,2,2,11.43,0.203878468,1.143,16,8,Industrial Grade,38492,295
American Insulated WireTYPE TC Control/Instrument,2,American Insulated Wire,TYPE TC Control/Instrument,2,2,12.192,0.220248272,1.143,16,8,Industrial Grade,27884,450
General CablePVIC PVC/PVC INDIVIDUAL SHIELD,2,General Cable,PVIC PVC/PVC INDIVIDUAL SHIELD,2,2,12.8524,0.224712764,1.3462,16,8,Industrial Grade,325820,558
General CablePVIC PVC/PVC SHIELDED,2,General Cable,PVIC PVC/PVC SHIELDED,2,2,12.2174,0.196437648,1.3462,16,8,Industrial Grade,325810,559
General CableCVTC FR-XLP/PVC SHIELDED,2,General Cable,CVTC FR-XLP/PVC SHIELDED,1,1,13.462,0.23810624,0.381,16,8,Industrial Grade,343250,35
General CableCHTC XLPE/HYP INDIVIDUAL SHIELD,2,General Cable,CHTC XLPE/HYP INDIVIDUAL SHIELD,1,1,17.145,0.303585456,1.524,16,8,Industrial Grade,232560,584
General CableFREP EPR/CPE SHIELDED,2,General Cable,FREP EPR/CPE SHIELDED,1,1,14.224,0.254476044,1.524,16,8,Industrial Grade,283180,662
Rockbestos-SurprenantX-Link TC Instrument,2,Rockbestos-Surprenant,X-Link TC Instrument,1,1,12.954,0.21578378,0.889,16,8,Industrial Grade,I83-0045,117
Rockbestos-SurprenantFirewall III SR Instrument,2,Rockbestos-Surprenant,Firewall III SR Instrument,3,3,17.526,0.26786952,1.016,16,8,Class 1E Nuclear,I48-3353,172
Rockbestos-SurprenantFirewall III SR Instrument,2,Rockbestos-Surprenant,Firewall III SR Instrument,3,3,18.288,0.30507362,1.016,16,8,Class 1E Nuclear,I48-3373,182
Rockbestos-SurprenantFirewall III SR Instrument,2,Rockbestos-Surprenant,Firewall III SR Instrument,3,3,18.796,0.31995526,1.016,16,8,Class 1E Nuclear,I48-3268,192
Rockbestos-SurprenantX-Link TC Instrument,2,Rockbestos-Surprenant,X-Link TC Instrument,1,1,13.716,0.24554706,1.143,16,8,Industrial Grade,I83-0046,520
Rockbestos-SurprenantX-Link TC Instrument,2,Rockbestos-Surprenant,X-Link TC Instrument,1,1,14.478,0.28275116,1.143,16,8,Industrial Grade,I83-0044,525
Rockbestos-SurprenantFirewall III Instrument,2,Rockbestos-Surprenant,Firewall III Instrument,1,1,15.24,0.35715936,1.524,16,8,Class 1E Nuclear,I46-3463,611
Rockbestos-SurprenantFirewall III Instrument,2,Rockbestos-Surprenant,Firewall III Instrument,1,1,15.748,0.38692264,1.524,16,8,Class 1E Nuclear,I46-0082,616
Rockbestos-SurprenantFirewall III Instrument,2,Rockbestos-Surprenant,Firewall III Instrument,1,1,16.51,0.42412674,1.524,16,8,Class 1E Nuclear,I46-5844,620
Generic (TP TP 16 9),2,GENERIC,GENERIC,2,2,11.684,0.218760108,1.143,16,9,,,
Generic (TS TS 16 9),2,GENERIC,GENERIC,1,1,14.351,0.296144636,1.524,16,9,,,
American Insulated WireAmerican SDN ,2,American Insulated Wire,American SDN ,2,2,12.065,0.24554706,1.143,16,9,Industrial Grade,38631,296
American Insulated WireTYPE TC Control/Instrument,2,American Insulated Wire,TYPE TC Control/Instrument,2,2,12.954,0.241082568,1.143,16,9,Industrial Grade,18124,451
American Insulated WireTYPE TC-ER Control/Instrument,2,American Insulated Wire,TYPE TC-ER Control/Instrument,2,2,11.684,0.218760108,1.143,16,9,Industrial Grade,68108,462
Cable USAETFE TYPE TC,2,Cable USA,ETFE TYPE TC,2,2,9.7028,0.183044172,0.762,16,9,Industrial Grade,181609C6,76
Cable USAFEP(Teflon) TYPE TC,2,Cable USA,FEP(Teflon) TYPE TC,2,2,11.4554,0.273822176,1.143,16,9,Industrial Grade,181609C6,351
Dekoron1735,2,Dekoron,1735,2,2,13.081,0.220248272,1.143,16,9,Industrial Grade,,275
General Cable20/10,2,General Cable,20/10,2,2,12.7,0.220248272,1.143,16,9,Industrial Grade,365390,281
General CableVNTC ,2,General Cable,VNTC ,2,2,11.684,0.209831124,1.143,16,9,Industrial Grade,243640,487
General CableVNTC ,2,General Cable,VNTC ,2,2,11.938,0.2232246,1.143,16,9,Industrial Grade,243560,488
OkoniteOkozel,2,Okonite,Okozel,2,2,9.398,0.174115188,0.381,16,9,Class 1E Nuclear,203-76-3259,57
OkoniteP-30,2,Okonite,P-30,2,2,12.954,0.232153584,1.143,16,9,Industrial Grade,203-84-2059,427
DrakaReduced Diameter Control,2,Draka,Reduced Diameter Control,1,1,11.557,0.209831124,0.762,16,9,Industrial Grade,216-09,93
General CableEHTC ,2,General Cable,EHTC ,1,1,12.7,0.241082568,1.143,16,9,Industrial Grade,343510,332
General CableUltrol  200 Instrument Cable,2,General Cable,Ultrol  200 Instrument Cable,1,1,12.2682,0.232153584,1.143,16,9,Class 1E Nuclear,377730,469
General CableCHTC ,2,General Cable,CHTC ,1,1,14.351,0.296144636,1.524,16,9,Industrial Grade,241440,582
OkoniteFMR Okolon ,2,Okonite,FMR Okolon ,1,1,13.208,0.276798504,1.143,16,9,Industrial Grade,202-10-2039 ,407
OkoniteFMR - LCS Okolon ,2,Okonite,FMR - LCS Okolon ,1,1,21.082,0.578895796,1.524,16,9,Nuclear Tracability,202-14-6059,648
OkoniteFMR Okolon ,2,Okonite,FMR Okolon ,1,1,17.78,0.413709592,1.524,16,9,Nuclear Qualified 383,202-14-2059,650
OkoniteFMR-LCS Okolon,2,Okonite,FMR-LCS Okolon,1,1,17.018,0.437520216,1.524,16,9,Nuclear Tracability,202-10-6059,659
OkoniteFRM-N Okolon ,2,Okonite,FRM-N Okolon ,1,1,15.24,0.324419752,1.524,16,9,Nuclear Qualified,202-16-2039,666
OkoniteFRM-N Okolon 1000/2000V,2,Okonite,FRM-N Okolon 1000/2000V,1,1,19.05,0.49109412,1.524,16,9,Nuclear Qualified,202-18-2059,671
Rockbestos-SurprenantX-Link TC Instrument,2,Rockbestos-Surprenant,X-Link TC Instrument,1,1,10.922,0.19346132,0.889,16,9,Industrial Grade,I83-0090,111
Rockbestos-SurprenantX-Link TC Instrument,2,Rockbestos-Surprenant,X-Link TC Instrument,1,1,11.684,0.2232246,0.889,16,9,Industrial Grade,I83-0091,112
Rockbestos-SurprenantFirewall III SR Instrument,2,Rockbestos-Surprenant,Firewall III SR Instrument,3,3,14.986,0.2604287,1.016,16,9,Class 1E Nuclear,I48-3308,158
Rockbestos-SurprenantFirewall III SR Instrument,2,Rockbestos-Surprenant,Firewall III SR Instrument,3,3,15.748,0.27531034,1.016,16,9,Class 1E Nuclear,I48-3334,159
Rockbestos-SurprenantFirewall III Instrument,2,Rockbestos-Surprenant,Firewall III Instrument,1,1,12.446,0.23810624,1.143,16,9,Class 1E Nuclear,I45-0090,371
Rockbestos-SurprenantFirewall III Instrument,2,Rockbestos-Surprenant,Firewall III Instrument,1,1,13.208,0.26786952,1.143,16,9,Class 1E Nuclear,I46-3447,372
Generic (TP TP 16 10),2,GENERIC,GENERIC,2,2,12.319,0.24554706,1.143,16,10,,,
Generic (TS TS 16 10),2,GENERIC,GENERIC,1,1,15.748,0.3348369,1.143,16,10,,,
American Insulated WireAmerican SDN ,2,American Insulated Wire,American SDN ,2,2,12.319,0.24554706,1.143,16,10,Industrial Grade,38484,297
General CableVNTC ,2,General Cable,VNTC ,2,2,12.573,0.229177256,1.143,16,10,Industrial Grade,236230,489
General CableEHTC ,2,General Cable,EHTC ,1,1,14.351,0.293168308,1.524,16,10,Industrial Grade,343520,586
Rockbestos-SurprenantFirewall III SR Instrument,2,Rockbestos-Surprenant,Firewall III SR Instrument,3,3,19.05,0.32739608,1.016,16,10,Class 1E Nuclear,I48-3354,173
Rockbestos-SurprenantFirewall III SR Instrument,2,Rockbestos-Surprenant,Firewall III SR Instrument,3,3,20.066,0.37948182,1.016,16,10,Class 1E Nuclear,I48-3374,183
Rockbestos-SurprenantFirewall III SR Instrument,2,Rockbestos-Surprenant,Firewall III SR Instrument,3,3,20.828,0.40180428,1.016,16,10,Class 1E Nuclear,I48-3269,193
Rockbestos-SurprenantX-Link TC Instrument,2,Rockbestos-Surprenant,X-Link TC Instrument,1,1,14.478,0.27531034,1.143,16,10,Industrial Grade,I83-0055,516
Rockbestos-SurprenantX-Link TC Instrument,2,Rockbestos-Surprenant,X-Link TC Instrument,1,1,14.986,0.2976328,1.143,16,10,Industrial Grade,I83-0056,521
Rockbestos-SurprenantX-Link TC Instrument,2,Rockbestos-Surprenant,X-Link TC Instrument,1,1,15.748,0.3348369,1.143,16,10,Industrial Grade,I83-0054,526
Rockbestos-SurprenantFirewall III Instrument,2,Rockbestos-Surprenant,Firewall III Instrument,1,1,16.51,0.42412674,1.524,16,10,Class 1E Nuclear,I46-3465,612
Rockbestos-SurprenantFirewall III Instrument,2,Rockbestos-Surprenant,Firewall III Instrument,1,1,17.272,0.46133084,1.524,16,10,Class 1E Nuclear,I46-3486,617
Rockbestos-SurprenantFirewall III Instrument,2,Rockbestos-Surprenant,Firewall III Instrument,1,1,18.034,0.50597576,1.524,16,10,Class 1E Nuclear,I46-5985,621
Generic (TP TP 16 11),2,GENERIC,GENERIC,2,2,12.7,0.26786952,1.143,16,11,Industrial Grade,38792,298
Generic (TP TP 16 12),2,GENERIC,GENERIC,2,2,12.827,0.300609128,1.143,16,12,,,
Generic (TS TS 16 12),2,GENERIC,GENERIC,1,1,15.494,0.370552836,1.524,16,12,,,
American Insulated WireAmerican SDN ,2,American Insulated Wire,American SDN ,2,2,12.7,0.279774832,1.143,16,12,Industrial Grade,38493,299
American Insulated WireTYPE TC-ER Control/Instrument,2,American Insulated Wire,TYPE TC-ER Control/Instrument,2,2,12.827,0.300609128,1.143,16,12,Industrial Grade,68109,463
American Insulated WireTYPE TC Control/Instrument,2,American Insulated Wire,TYPE TC Control/Instrument,2,2,14.859,0.32739608,1.524,16,12,Industrial Grade,18126,708
Cable USAETFE TYPE TC,2,Cable USA,ETFE TYPE TC,2,2,10.8966,0.236618076,0.762,16,12,Industrial Grade,181612C6,77
Cable USAFEP(Teflon) TYPE TC,2,Cable USA,FEP(Teflon) TYPE TC,2,2,12.8016,0.346742212,1.143,16,12,Industrial Grade,181612C6,352
Dekoron1735,2,Dekoron,1735,2,2,15.6718,0.314002604,1.524,16,12,Industrial Grade,,560
General CableVNTC ,2,General Cable,VNTC ,2,2,12.827,0.264893192,1.143,16,12,Industrial Grade,236240,490
General CableVNTC ,2,General Cable,VNTC ,2,2,12.954,0.27531034,1.143,16,12,Industrial Grade,229600,491
General Cable20/10,2,General Cable,20/10,2,2,14.986,0.311026276,1.524,16,12,Industrial Grade,647550,561
General CablePVIC PVC/PVC INDIVIDUAL SHIELD,2,General Cable,PVIC PVC/PVC INDIVIDUAL SHIELD,2,2,12.7508,0.29019198,1.27,16,12,Industrial Grade,340030,551
OkoniteOkozel,2,Okonite,Okozel,2,2,10.668,0.235129912,0.381,16,12,Class 1E Nuclear,203-76-3262,58
OkoniteP-30,2,Okonite,P-30,2,2,15.494,0.316978932,1.524,16,12,Industrial Grade,203-84-2062,673
DrakaReduced Diameter Control,2,Draka,Reduced Diameter Control,1,1,13.843,0.300609128,1.143,16,12,Industrial Grade,216-12,428
General CableEHTC ,2,General Cable,EHTC ,1,1,14.986,0.328884244,1.524,16,12,Industrial Grade,343530,587
General CableUltrol  200 Instrument Cable,2,General Cable,Ultrol  200 Instrument Cable,1,1,14.5034,0.322931588,1.524,16,12,Class 1E Nuclear,377740,717
OkoniteFMR Okolon ,2,Okonite,FMR Okolon ,1,1,15.494,0.370552836,1.524,16,12,Industrial Grade,202-10-2042,651
OkoniteFMR Okolon ,2,Okonite,FMR Okolon ,1,1,19.812,0.508952088,1.524,16,12,Nuclear Qualified 383,202-14-2062,652
OkoniteFMR-LCS Okolon,2,Okonite,FMR-LCS Okolon,1,1,18.796,0.529786384,1.524,16,12,Nuclear Tracability,202-10-6062,660
OkoniteFRM-N Okolon ,2,Okonite,FRM-N Okolon ,1,1,16.764,0.392875296,1.524,16,12,Nuclear Qualified,202-16-2042,667
OkoniteFRM-N Okolon 1000/2000V,2,Okonite,FRM-N Okolon 1000/2000V,1,1,21.336,0.566990484,1.524,16,12,Nuclear Qualified,202-18-2062,672
OkoniteFMR - LCS Okolon ,2,Okonite,FMR - LCS Okolon ,1,1,24.13,0.760451804,2.032,16,12,Nuclear Tracability,202-14-6062,819
Rockbestos-SurprenantX-Link TC Instrument,2,Rockbestos-Surprenant,X-Link TC Instrument,1,1,12.192,0.25298788,0.889,16,12,Industrial Grade,I83-0120,113
Rockbestos-SurprenantX-Link TC Instrument,2,Rockbestos-Surprenant,X-Link TC Instrument,1,1,12.954,0.28275116,0.889,16,12,Industrial Grade,I83-0121,114
Rockbestos-SurprenantFirewall III SR Instrument,2,Rockbestos-Surprenant,Firewall III SR Instrument,3,3,16.764,0.32739608,1.016,16,12,Class 1E Nuclear,I48-3309,160
